1,2,1/1/2015,左手には少しさがって博物の教室がある。
2,2,1/1/2015,「ええ」
3,7,1/1/2015,二人は連れ立って門を出た。
4,7,1/1/2015,二人は美しい空をいただいて家に帰った。
5,7,1/1/2015,降参したなら、降参したで宜《よろ》しい。
6,7,1/1/2015,そんな意外な訪問があり得べきはずはなかった。
7,8,1/1/2015,だから一番災難なのはこのおれだよ。
8,10,1/1/2015,世の中にはいろいろの人がありますからね」
9,0,1/2/2015,背がすこぶる高い。
10,1,1/2/2015,主人のようなしなびかけた人間を求めて、わざわざこんな話しをしに来るのからして合点《がてん》が行かぬが、あの牡蠣的《かきてき》主人がそんな談話を聞いて時々｜相槌《あいづち》を打つのはなお面白い。
11,1,1/2/2015,まった、こちらの刃の先は錐《きり》に出来ている。
12,1,1/2/2015,都合の好《い》い仮面を人が貸してくれたのを、かえって仕合《しあわ》せとして喜びました。
13,2,1/2/2015,誰でも懸《かか》らなければならん理窟《りくつ》のものです。
14,2,1/2/2015,たしかになるよ。
15,2,1/2/2015,「然《しか》るに贅沢《ぜいたく》と衛生とを両立せしめんと研究を尽したる彼等は不相当に多量の滋味を貪《むさぼ》ると同時に胃腸を常態に保持するの必要を認め、ここに一の秘法を案出致し候《そろ》……」
16,2,1/2/2015,あなたが死んだら、何でもあなたの思い通りにして上げるから、それで好いじゃありませんか」
17,2,1/2/2015,「行くとも、毎日毎日絵にかかれに行く。
18,2,1/2/2015,「まあその辺かも知れないがね」
19,3,1/2/2015,三四郎はこの奥行のある景色《けしき》を愉快に感じた。
20,4,1/2/2015,……
21,4,1/2/2015,「東京はどうです」
22,5,1/2/2015,「ええ、だけど、いくら解ってたって、延子さんの参考にゃならないわ」
23,5,1/2/2015,「ちっとも困りゃしないわ。
24,5,1/2/2015,「今朝風呂場へスリッパーを忘れていったものがあるね、塞《ふさ》がってるのかと思ってはじめは遠慮していたが、開けて見たら誰もいなかったよ」
25,6,1/2/2015,俺はもう盗難告訴を書いてやらんから」
26,6,1/2/2015,父は私の注意を母よりは真面目《まじめ》に聞いてくれた。
27,6,1/2/2015,「うん旨けりゃそれでいい訳だ。
28,7,1/2/2015,ところがその論文は、彼が自分の前で、さかんに罵倒《ばとう》したものだから、三四郎にはすこぶる不思議の思いがある。
29,7,1/2/2015,「あなたは私より純潔です。
30,7,1/2/2015,左右に三つずつ向う合せに並んでいる小型な浴槽《よくそう》のほかに、一つ離れて大きいのは、普通の洗湯に比べて倍以上の尺があった。
31,8,1/2/2015,教授の意見よりも先生の思想の方が有難いのであった。
32,8,1/2/2015,「静かだね。
33,8,1/2/2015,広田先生はべつに、そういう了見もないとみえて、こう言った。
34,8,1/2/2015,寝たまま、あけ放しの入口に目をつけていると、やがて高い姿が敷居の上へ現われた。
35,8,1/2/2015,それは軽いものであった。
36,9,1/2/2015,「早速困りますか。
37,9,1/2/2015,　迷亭君は今度は右の袂《たもと》の中から赤いケース入りの鋏《はさみ》を取り出して細君に見せる。
38,9,1/2/2015,　私が進もうか止《よ》そうかと考えて、ともかくも翌日《あくるひ》まで待とうと決心したのは土曜の晩でした。
39,9,1/2/2015,この事件はこれだけで片づくまいという不安が双方の心を引き締めた。
40,10,1/2/2015,食って見ると妙なもので、大抵のものは食える。
41,1,1/3/2015,小林は振り返って正面の壁の上に掛っている大きな柱時計を見た。
42,2,1/3/2015,「どげんな人物ですか」
43,2,1/3/2015,顔を合せるや否や彼は「いかがです」と訊《き》いた後で、「もう少しの我慢です」とすぐ慰めるように云った。
44,2,1/3/2015,　津田の心はこの言葉を聴く前からすでに揺《うご》いていた。
45,3,1/3/2015,　それからの私はほとんど論文に祟《たた》られた精神病者のように眼を赤くして苦しんだ。
46,3,1/3/2015,それでいて私の神経は、今いったごとくに鋭く尖《とが》ってしまったのです。
47,3,1/3/2015,　三四郎はこの表情のうちにものうい憂鬱《ゆううつ》と、隠さざる快活との統一を見いだした。
48,3,1/3/2015,それを話して下さい」
49,4,1/3/2015,「ああ美しい」と小声に言って、すぐに生欠伸《なまあくび》をした。
50,4,1/3/2015,実をいうと自分にはどっちがいいかまるでわからないのである。
51,4,1/3/2015,ところへ電燈がぱっとついて、万事がやや明瞭《めいりょう》になった。
52,4,1/3/2015,岡本の所蔵にかかるだけあるなと首肯《うな》ずかせるような趣《おもむき》がそこここに見えた。
53,5,1/3/2015,「そんなに沢山拝見しないでも――その内の二三枚だけ……」「どれどれ僕が好いのを撰《よ》ってやろう」と迷亭先生は「これなざあ面白いでしょう」と一枚の絵葉書を出す。
54,5,1/3/2015,　突然疑惑の焔《ほのお》が彼女の胸に燃え上った。
55,5,1/3/2015,理由《わけ》は何でもないのよ。
56,6,1/3/2015,「御前は大和《やまと》かい。
57,6,1/3/2015,おれをご覧よ。
58,6,1/3/2015,「ええたびたび」とよし子は依然として画紙に向かっている。
59,6,1/3/2015,近ごろ学校の先生が昼の弁当に蕎麦を食う者が多くなったと話している。
60,6,1/3/2015,去年広田先生がこのまえの家を借りる時分に、三か月の敷金に窮して、足りないところを一時野々宮さんから用達《ようだ》ってもらったことがある。
61,6,1/3/2015,その言葉を打ち消すような新調したての派出《はで》な彼の背広《せびろ》が、すぐことさららしく津田の眼に映ったが、彼自身はまるでそこに気がついていないらしかった。
62,6,1/3/2015,あいつは僕の妹だからね。
63,6,1/3/2015,今まで死んでいるとばかり思って、弄《いじく》り廻していた鳥の翅《つばさ》が急に動き出すように見えた時、彼は変な気持がして、すぐ会話を切り上げてしまった。
64,7,1/3/2015,それも平生吾輩が彼の背中《せなか》へ乗る時に少しは好い顔でもするならこの漫罵《まんば》も甘んじて受けるが、こっちの便利になる事は何一つ快くしてくれた事もないのに、小便に立ったのを馬鹿野郎とは酷《ひど》い。
65,7,1/3/2015,私の着物もお嬢さんのも同じ戸棚の隅に重ねてあったのです。
66,7,1/3/2015,気の毒なような庭である。
67,7,1/3/2015,帰りに岡野《おかの》へ寄って、与次郎は栗饅頭《くりまんじゅう》をたくさん買った。
68,7,1/3/2015,そうして二人の顔を見合せたのは、お秀を送り出したお延が、階子段《はしごだん》を上《あが》って、また室《へや》の入口にそのすらりとした姿を現わした刹那《せつな》であった。
69,8,1/3/2015,しかしそのかき上げたものを見ると何をかいたものやら誰にも鑑定がつかない。
70,8,1/3/2015,彼はただ苦しいといっただけでした。
71,8,1/3/2015,しかしいくら考えても、見当らないものはやッぱり見当らなかった。
72,10,1/3/2015,もっとも機会もなかったのです。
73,0,1/4/2015,「それよりあなた御自分で奥さんをお貰《もら》いになるのが、一番｜捷径《ちかみち》じゃありませんか」
74,1,1/4/2015,「騒々しいの何のって。
75,1,1/4/2015,みんな結婚をしていない。
76,2,1/4/2015,意気地のないところが上等なのである。
77,2,1/4/2015,　お延は微笑した。
78,2,1/4/2015,「無論一人です」
79,3,1/4/2015,「大病は好《い》いが、ちょっとした風邪《かぜ》などはかえって厭《いや》なものですね」といった先生は、苦笑しながら私の顔を見た。
80,3,1/4/2015,しかもゆっくりおちついている。
81,3,1/4/2015,あちらの角《かど》だから、遠く三四郎と真向かいになる。
82,3,1/4/2015,「僕は先刻奥さんに、人から笑われないようによく気をおつけになったらよかろうという注意を与えました。
83,4,1/4/2015,それで私は座敷へ上がって、先生を待つ間、奥さんと話をした。
84,4,1/4/2015,下女が非常に臆病《おくびょう》で、近所がことのほかぶっそうである。
85,4,1/4/2015,「そんな場合があるでしょうか」
86,4,1/4/2015,誰だって、とてもおとなしく辛抱して聴《き》いていられたものじゃございません。
87,5,1/4/2015,おやと思って眼が醒《さ》めたら、二叉の黒甜郷裡《こくてんきょうり》から庭の敷石の上へどたりと落ちていた。
88,5,1/4/2015,その他にも理由はいろいろあるが、あまり長くなるから略する事に致す。
89,5,1/4/2015,ただ困難に慣れてしまえば、しまいにその困難は何でもなくなるものだと極《き》めていたらしいのです。
90,5,1/4/2015,　三四郎はおかしくなった。
91,5,1/4/2015,「いったい兄さんが約束通りになさらないから悪いのよ」とお秀が云った。
92,6,1/4/2015,「しかも曲っていらあ」「少し猫背《ねこぜ》だね。
93,6,1/4/2015,――じゃ津田君に対する失言を取消しましょう。
94,7,1/4/2015,天秤棒は避けざるべからざるが故に、忍［＃「忍」に傍点］ばざるべからず。
95,7,1/4/2015,何のまじないだか分らない。
96,8,1/4/2015,彼の超然とした態度はたとい外観だけにもせよ、敬服に値《あたい》すべきだと私は考えました。
97,8,1/4/2015,英語で云えば、テンパーを失なわない例にもなろうというその人が、またどうして自分の妹の前にこう破裂しかかるのだろう。
98,8,1/4/2015,吉川に対する自分の信用、吉川と岡本との関係、岡本とお延との縁合《えんあい》、それらのものがお秀の遣口《やりくち》一つでどう変化して行くか分らなかった。
99,9,1/4/2015,私は奥さんに眼が覚めているなら、ちょっと私の室《へや》まで来てくれと頼みました。
100,9,1/4/2015,「しかしあなたのおっしゃる事は本当なんでしょうかね」
101,9,1/4/2015,そうして枕に頭を載せたまま、下からお秀の顔を覗《のぞ》き込むようにして見た。
102,0,1/5/2015,私はそこまで来て、曲り角で分れるのが先生に済まないような気がした。
103,0,1/5/2015,病人は嬉《うれ》しそうな顔をした。
104,1,1/5/2015,原口は今しきりに美禰子に何か話している。
105,1,1/5/2015,「だけどあなたはだいぶあすこに立っていらしったらしいのね」
106,2,1/5/2015,かあいそうだとはほれたということよ」
107,2,1/5/2015,彼女はただ水臭いと思った。
108,3,1/5/2015,「先生、せっかく大久保へ越したが、またこっちの方へ出なければならないようになりそうです」
109,3,1/5/2015,したがってどこが悪いんだか津田にはいっこう通じなかった。
110,3,1/5/2015,「いや嘘《うそ》じゃないよ。
111,4,1/5/2015,Ｋはそこから学資を貰《もら》って東京へ出て来たのです。
112,4,1/5/2015,「野々宮さんにお会いになってから、心細くおなりになったの」
113,4,1/5/2015,ばかばかしい」
114,4,1/5/2015,ねえ、小川さん」
115,4,1/5/2015,徹頭徹尾故意だけで成り立っている。
116,5,1/5/2015,その代り十文半《ともんはん》の甲の高い足が、夜具の裾《すそ》から一本｜食《は》み出している。
117,5,1/5/2015,そうしたら釜の蓋《ふた》の上に陣取って眼の下に来た時上から飛び下りて一攫《ひとつか》みにする。
118,5,1/5/2015,この男は頭を坊主に刈って、金縁の眼鏡《めがね》をかけたおとなしい学生であった。
119,6,1/5/2015,その一人《ひとり》が一人に向かって、口答試験を都々逸《どどいつ》で負けておいてくれると、いくらでも歌ってみせるがなと言うと、一人が小声で、粋《すい》なさばきの博士の前で、恋の試験がしてみたいと歌っていた。
120,7,1/5/2015,寝ているのだか、あるいてるのだか判然しない。
121,8,1/5/2015,少し詩がかった野蛮人になると、アキリスがヘクトーの死骸を引きずって、トロイの城壁を三匝《さんそう》したとか、燕《えん》ぴと張飛が長坂橋《ちょうはんきょう》に丈八《じょうはち》の蛇矛《だぼう》を横《よこた》えて、曹操《そうそう》の軍百万人を睨《にら》め返したとか大袈裟《おおげさ》な事ばかり連想する。
122,8,1/5/2015,じいさんが女の隣へ腰をかけた時などは、もっとも注意して、できるだけ長いあいだ、女の様子を見ていた。
123,8,1/5/2015,高い背《せ》が研究を隠している。
124,8,1/5/2015,　お秀は赫《かっ》とした。
125,9,1/5/2015,　吾輩は御馳走《ごちそう》も食わないから別段｜肥《ふと》りもしないが、まずまず健康で跛《びっこ》にもならずにその日その日を暮している。
126,9,1/5/2015,しかし剛気《ごうき》な彼は笑うだけで、少しも私の注意に取り合いませんでした。
127,9,1/5/2015,　膳を彼の枕元へ置いた彼女はすぐ下へ降りなかった。
128,0,1/6/2015,最前から黙っていた主人はこの時急に写真が見たくなったものと見えて「おい俺にもちょっと覧《み》せろ」と云うと細君は鋏を顔へ押し付けたまま「実に奇麗です事、裸体の美人ですね」と云ってなかなか離さない。
129,0,1/6/2015,西洋では昔《むか》しから写生を主張した結果｜今日《こんにち》のように発達したものと思われる。
130,0,1/6/2015,　お延は何とか云わなければならなかった。
